company,estimated_revenue_eur_million,city,sectors_active,website
STEAG,1742,Essen,Business Services,http://www.steag.com
STEELCA,280,Muenchen,"Wood, Furniture & Paper Manufacturing",http://www.steelcase.de
STEICO,283,Feldkirchen,"Wood, Furniture & Paper Manufacturing",http://www.steico.com
STEIGENBERGER HOTELS,508,Frankfurt,"Travel, Personal & Leisure",http://www.steigenberger.de
STEIL HOLDING,544,Trier,Business Services,http://www.steil.de
STEINHAUS HOLDING,120,Remscheid,Business Services,http://www.steinhaus.net
STEMAS,131,Muenchen,Business Services,http://www.stemas.de
STERN AUTO HOLDING,473,Leipzig,Business Services,http://www.sternauto.de
STERN-WYWIOL GRUPPE,530,Hamburg,Business Services,http://www.stern-wywiol-gruppe.de
STEULER HOLDING,450,Hoehr-Grenzhausen,Business Services,http://www.steuler.de
STHREE,346,Frankfurt,Business Services,http://www.sthreecareers.com
DR. THEODOR STIEBEL WERKE,588,Holzminden,Wholesale,http://www.stiebel-eltron.de
WILHELM + KRISTINA STABERNACK & CO. HANDELS- U. BETEILIGUNGS-KG,306,Lauterbach,Business Services,http://www.sti-group.com
STIHL HOLDING,3854,Waiblingen,Business Services,http://www.stihl.de
KATH. ST.-JOHANNES-GES. DORTMUND G (KRANKEN- UND PFLEGEEINRICHTUNGEN),392,Dortmund,"Public Administration, Education, Health Social Services",http://www.st-johannes.de
STO,1409,Stuhlingen,"Chemicals, Petroleum, Rubber & Plastic",http://www.sto.de
STOCKMEIER HOLDING,789,Bielefeld,Business Services,http://www.stockmeier.de
H. STOLL,202,Reutlingen,,http://www.stoll.com
STOLLWERCK,320,Norderstedt,Food & Tobacco Manufacturing,http://www.stollwerck.de
REICHENECKER HOLDING .,411,Metzingen,Business Services,http://www.storopack.de
STRABAG PROPERTY AND FACILITY SERVICES,865,Frankfurt,Property Services,http://www.strabag-pfs.de
STRATEC,222,Birkenfeld,"Industrial, Electric & Electronic Machinery",http://www.stratec.com
STRATEGIS,142,Berlin,Property Services,http://www.strategis.eu
GALLINGER BETEILIGUNGSGESELLSCHAFT,792,Zwiesel,Business Services,http://www.streicher.de
STROER,1628,Koln,Business Services,http://www.stroeer.com
LUMAX VERMOEGENSVERWALTUNG,576,Muenster,Business Services,http://www.stroetmann.de
STROMNETZ BERLIN,1121,Berlin,Utilities,http://www.stromnetz.berlin
STROMNETZ HAMBURG,830,Hamburg,Utilities,http://www.stromnetz-hamburg.de
STS GROUP,366,Freising,Wholesale,http://www.sts.group
STUDIOSUS REISEN MUENCHEN,287,Muenchen,"Travel, Personal & Leisure",http://www.studiosus-reisen.de
STUTE LOGISTICS ( ),271,Bremen,"Transport, Freight & Storage",http://www.stute.de
MARKUS STUTE HOLDING,366,Paderborn,Property Services,http://www.stute-fruits.de
STUTTGARTER VERSICHERUNG,122,Stuttgart,"Banking, Insurance & Financial Services",http://www.stuttgarter.de
STAEDTISCHE WERKE,365,Kassel,Utilities,http://www.stwks.de
TRINSEO DEUTSCHLAND ANLAGENGESELLSCHAFT,454,Stade,Wholesale,http://www.styron.com
SUEDDEUTSCHE BETEILIGUNG,417,Oedheim,Business Services,http://www.sueddeutsche-beteiligung.net
SUEDDEUTSCHE TRUTHAHN HANDELSGELLSCHAFT,194,Ampfing,Wholesale,http://www.sueddeutscher-truthahn.de
SUEDFLEISCH HOLDING,554,Muenchen,Business Services,http://www.suedfleisch.de
ECOFORM MULTIFOL VERPACKUNGSFOLIEN & CO. BETEILIGUNGS KG,427,Ochsenhausen,Business Services,http://www.suedpack.com
SUEDSTERN - BOELLE + CO,138,Donaueschingen,Business Services,http://www.suedstern-boelle.de
SUEDWESTDEUTSCHE STROMHANDELS,845,Tuebingen,Utilities,http://www.suedweststrom.de
SUDZUCKER,6953,Mannheim,Food & Tobacco Manufacturing,http://www.suedzucker.de
SUELZLE HOLDING,472,Rosenfeld,Business Services,http://www.suelzle-stahlhandel.de
F. SUEVERKRUEP UND SOEHNE GESELLSCHAFT MIT BESCHRAENKTER,295,Kiel,Business Services,http://www.sueverkruep.de
SUEW VERTRIEB,1321,Frankfurt,Utilities,http://www.suewag.de
SUEZ RECYCLING & RECOVERY DEUTSCHLAND,560,Wesseling,Business Services,http://www.suez-deutschland.de
S&G AUTOMOBIL,354,Karlsruhe,Wholesale,http://www.sug.de
SUN CHEMICAL,401,Osterode,"Banking, Insurance & Financial Services",http://www.sunchemical.com
SUNEXPRESS DEUTSCHLAND,386,Frankfurt,,http://www.sunexpress.com
SUPERIOR INDUSTRIES INTERNATIONAL GERMANY,636,Bad Duerkheim,Business Services,http://www.supind.com
SURTECO GROUP,679,Buttenwiesen,"Wood, Furniture & Paper Manufacturing",http://www.surteco-group.com
SUESS MICROTEC,215,Garching,"Industrial, Electric & Electronic Machinery",http://www.suss.com
SUZUKI DEUTSCHLAND,771,Bensheim,Wholesale,http://www.suzuki.de
SVA SYSTEM VERTRIEB ALEXANDER,731,Wiesbaden,Wholesale,http://www.sva.de
STADTWERKE AUGSBURG ENERGIE,407,Augsburg,Utilities,http://www.sw-augsburg.de
SWB,1523,Bremen,Business Services,http://www.swb-gruppe.de
STADTWERKE DUESLDORF,2034,Duesseldorf,"Transport, Freight & Storage",http://www.swd-ag.de
STADTWERKE DUISBURG,1228,Duisburg,Utilities,http://www.swdu.de
SWEG SUEDWESTDEUTSCHE LANDESVERKEHRS-,168,Lahr,"Transport, Freight & Storage",http://www.sweg.de
STADTWERKE HEIDELBERG,344,Heidelberg,Business Services,http://www.swhd.de
SWISS KRONO,444,Heiligengrabe,Business Services,http://www.swisskrono.de
SWISS LIFE DEUTSCHLAND HOLDING,426,Hannover,Business Services,http://www.swisslife.de
SWK STADTWERKE KREFELD,1126,Krefeld,Business Services,http://www.swk.de
SWK STADTWERKE KAISERSLAUTERN,294,Kaiserslautern,Utilities,http://www.swk-kl.de
STADTWERKE MUENCHEN,8686,Muenchen,Utilities,http://www.swm.de
STAEDTISCHE WERKE MAGDEBURG,477,Magdeburg,Utilities,http://www.sw-magdeburg.de
SUEDWESTDEUTSCHE MEDIEN HOLDING,993,Stuttgart,Business Services,http://www.swmh.de
SWM INFRASTRUKTUR,1012,Muenchen,Utilities,http://www.swm-infrastruktur.de
STADTWERKE ROSTOCK,294,Rostock,Utilities,http://www.swrag.de
STADTWERKE SAARBRUECKEN NETZ,176,Saarbruecken,"Travel, Personal & Leisure",http://www.sw-sb.de
SWT STADTWERKE TRIER VERSORGUNGS-,314,Trier,Utilities,http://www.swt.de
SWU STADTWERKE ULM/NEU-ULM,471,Ulm,Business Services,http://www.swu.de
SYMRISE,3452,Holzminden,"Chemicals, Petroleum, Rubber & Plastic",http://www.symrise.com
SYNA,897,Frankfurt,"Industrial, Electric & Electronic Machinery",http://www.syna.de
SYNECO TRADING,3840,Muenchen,Utilities,http://www.syneco.net
SYNTHOMER DEUTSCHLAND,540,Marl,"Chemicals, Petroleum, Rubber & Plastic",http://www.synthomer.com
SYSMEX EUROPE,361,Norderstedt,"Industrial, Electric & Electronic Machinery",http://www.sysmex-europe.com
SYSTEAM,320,Ebensfeld,Business Services,http://www.systeam.ag
TABACON OBERBAYERN DTV TABAKWAREN,411,Garching,Wholesale,http://www.tabacon.de
TADANO FAUN,330,Lauf,"Industrial, Electric & Electronic Machinery",http://www.tadanofaun.de
TAKEDA,1127,Konstanz,"Chemicals, Petroleum, Rubber & Plastic",http://www.takeda.de
TAKENAKA EUROPE,490,Duesseldorf,Business Services,http://www.takenaka.eu
TAKKO HOLDING,931,Telgte,Retail,http://www.takko.de
TAKKT,1219,Stuttgart,Retail,http://www.takkt.de
TALANX,38543,Hannover,"Banking, Insurance & Financial Services",http://www.talanx.com
DEUTSCHE TAMOIL,2470,Hamburg,Retail,http://www.tamoil.de
AUTOBAHN TANK & RAST GRUPPE,710,Bonn,Business Services,http://www.tank.rast.de
ALFA ROHSTOFFHANDEL MUENCHEN,515,Graefelfing,Wholesale,http://www.ta-recycling.de
TARGO DEUTSCHLAND,444,Duesseldorf,Business Services,http://www.targobank.de
TARGO LEBENSVERSICHERUNG,1174,Hilden,"Banking, Insurance & Financial Services",http://www.targoversicherung.de
TATA STEEL GERMANY,415,Duesseldorf,Business Services,http://www.tatasteeleurope.com
VIBRACOUSTIC,2215,Darmstadt,Transport Manufacturing,http://www.tbvc.com
TCB BETEILIGUNGSGESELLSCHAFT,368,Frankfurt,Business Services,http://www.tcb-beverages.com
TATA CONSULTANCY SERVICES DEUTSCHLAND,531,Frankfurt,Business Services,http://www.tcs.com
TD DEUTSCHE KLIMAKOMPRESSOR,433,Bernsdorf,Transport Manufacturing,http://www.tddk.de
TDK EUROPE,1215,Muenchen,Wholesale,http://www.tdk.eu
TDK ELECTRONICS,1757,Muenchen,"Industrial, Electric & Electronic Machinery",http://www.tdk-electronics.tdk.com
TE CONNECTIVITY GERMANY,1485,Bensheim,"Industrial, Electric & Electronic Machinery",http://www.te.com
TEAM,1962,Suederbrarup,Business Services,http://www.team.de
TEAM BEVERE,232,Bremen,Business Services,http://www.team-beverage.de
TECHNIROPA HOLDING,391,Daun,Business Services,http://www.technisat.de
TECHNOFORM CAPRANO + BRUNNHOFER,360,Kassel,Business Services,http://www.technoform.com
TECHNOTRANS,209,Sassenberg,"Industrial, Electric & Electronic Machinery",http://www.technotrans.de
TEDI,945,Dortmund,Retail,http://www.tedi.com
TEEKANNE BETEILIGUNGS,285,Duesseldorf,Business Services,http://www.teekanne.de
TELE COLUMBUS,506,Berlin,Media & Broadcasting,http://www.telecolumbus.com
TELEFONICA DEUTSCHLAND,7474,Munchen,Communications,http://www.telefonica.de
DEUTSCHE TELEKOM,81538,Bonn,Communications,http://www.telekom.com
TELEPART,343,Holzmaden,Business Services,http://www.telepart.com
TELIS FINANCIALRVICES HOLDING,125,Regensburg,Business Services,http://www.telis-finanz-holding.de
TENNET TSO,19552,Bayreuth,Utilities,http://www.tennettso.de
TER HELL & CO.,735,Hamburg,Wholesale,http://www.terchemicals.com
TESA,1020,Norderstedt,,http://www.tesa.com
TESTO,331,Titisee-Neustadt,"Industrial, Electric & Electronic Machinery",http://www.testo.de
MERCKLE,1189,Blaubeuren,"Chemicals, Petroleum, Rubber & Plastic",http://www.teva.de
TEVA,337,Ulm,Wholesale,http://www.teva-deutschland.de
HOFTEX GROUP,178,Hof,Textiles & Clothing Manufacturing,http://www.textilgruppehof.com
TFL INTERNATIONAL,299,Rheinfelden,Business Services,http://www.tfl.com
THALES DEUTSCHLAND,797,Stuttgart,Biotechnology and Life Sciences,http://www.thalesgroup.com/germany
THALIA BUECHER,483,Hagen,Business Services,http://www.thalia.de
THERMO ELECTRON LED,577,Langenselbold,Wholesale,http://www.thermofisher.com
THIMM HOLDING,666,Northeim,Business Services,http://www.thimm.de
THOMANN,827,Burgebrach,Wholesale,http://www.thomann.de
THOMAS COOK TOURISTIK,1717,Oberursel,"Travel, Personal & Leisure",http://www.thomascook.de
THUEGA,5647,Muenchen,Business Services,http://www.thuega.de
TE THUERINGER ENERGIE,1802,Erfurt,Utilities,http://www.thueringerenergie.de
TEN THUERINGER ENERGIENETZE,1089,Erfurt,Business Services,http://www.thueringer-energienetze.com
FAMILIE JULIUS THYSSEN VERWALTUNGSGESELLSCHAFT,580,Muelheim,Property Services,http://www.thyssenhandel.de
THYSNKRUPP,41034,Essen,Metals & Metal Products,http://www.thyssenkrupp.com
THYSNKRUPP INDUSTRIAL SOLUTIONS,5115,Essen,"Industrial, Electric & Electronic Machinery",http://www.thyssenkrupp-industrial-solutions.com
THYSSENKRUPP UHDE CHLORINE ENGINEERS,365,Dortmund,Business Services,http://www.thyssenkrupp-uhde-chlorine-engineers.com
THYSSEN & CO. GESELLSCHAFT MIT BESCHRAENKTER,313,Muelheim,Business Services,http://www.thyssen-schachtbau.de
TEXAS INSTRUMENTS EMEA SALES,2680,Freising,Wholesale,http://www.ti.com
TI AUTOMOTIVE HOLDINGS,640,Heidelberg,Business Services,http://www.tiautomotive.de
TIB CHEMICALS,190,Mannheim,,http://www.tib-chemicals.com
TIEMEYER,600,Bochum,Business Services,http://www.tiemeyer-ossmann.de
TIM,511,Wiesbaden,Computer Software,http://www.tim.de
TJX DEUTSCHLAND LTD.,1062,Duesseldorf,Wholesale,http://www.tkmaxx.de
TLG IMMOBILIEN,284,Berlin,Property Services,http://www.tlg.de
TNT EXPRESS,597,Troisdorf,"Transport, Freight & Storage",http://www.tnt.de
TOBACCOLAND AUTOMATENGESELLSCHAFT,664,Moenchengladbach,Wholesale,http://www.tobaccoland.de
TOCOS BETEILIGUNG,557,Hamburg,Business Services,http://www.tocos-beteiligung.de
TOENNIES INTERNATIONAL HOLDING,749,Rheda-Wiedenbrueck,"Banking, Insurance & Financial Services",http://www.toennies.de
PREZERO WERTSTOFFMANAGEMENT,449,Porta Westfalica,Business Services,http://www.toensmeier.de
TOKAI ERFTCARBON,302,Grevenbroich,"Chemicals, Petroleum, Rubber & Plastic",http://www.tokai-erftcarbon.com
TOLL COLLECT,899,Berlin,Business Services,http://www.toll-collect.de
TOM TAILOR HOLDING,878,Hamburg,Textiles & Clothing Manufacturing,http://www.tom-tailor-group.com
TOOM BAUMARKT,2468,Koeln,Wholesale,http://www.toom-baumarkt.de
"TORPEDO-GARAGE ANSORG, HERRMANN UND THOMAS U. CO. KG",346,Kaiserslautern,Wholesale,http://www.torpedo-garage.de
TOSHIBA ELECTRONICS EUROPE,708,Duesseldorf,Wholesale,http://www.toshiba-components.com
TOTAL MINERALOEL UND CHEMIE,16707,Berlin,Wholesale,http://www.total.de
WILLIS TOWERS WATSON PENSIONSFONDS,121,Wiesbaden,"Banking, Insurance & Financial Services",http://www.towerswatson.com
TOYOTA DEUTSCHLAND,1845,Koeln,Wholesale,http://www.toyota.de
TOYOTA MATERIAL HANDLING DEUTSCHLAND,302,Isernhagen,Wholesale,http://www.toyota-forklifts.de
SMYTHS TOYS,392,Koeln,Business Services,http://www.toysrus.de
TRAILSTONE,21531,Berlin,Utilities,http://www.trailstonegroup.com
TRANSGAS FLUESSIGGAS TRANSPORT UND LOGISTIK,325,Dortmund,Wholesale,http://www.transgas.de
TRANSGOURMET CENTRAL AND EASTERN EUROPE,5537,Riedstadt,Wholesale,http://www.transgourmet.de
TRANSNETBW,6978,Stuttgart,Utilities,http://www.transnetbw.de
TRANS-O-FLEX EXPRESS,503,Weinheim,"Transport, Freight & Storage",http://www.transoflex.de
TRATON,27225,Munich,Transport Manufacturing,http://www.traton.com
TRAUCON,251,Grossefehn,Business Services,http://www.trauco.de
TREFF DISCOUNT,304,Offenburg,Retail,http://www.treff-discount.de
TRIANEL,2786,Aachen,Utilities,http://www.trianel.com
TRICOR PACKING & LOGISTICS,186,Bad Woerishofen,"Wood, Furniture & Paper Manufacturing",http://www.tricor-verpackungen.de
TRILUX,644,Arnsberg,"Industrial, Electric & Electronic Machinery",http://www.trilux.de
TRIMET ALUMINIUM,1242,Essen,Metals & Metal Products,http://www.trimet.de
TRIMET,1558,Essen,Business Services,http://www.trimet.eu
TRINKS,1396,Goslar,Food & Tobacco Manufacturing,http://www.trinks.de
TRISMO VERWALTUNGS,570,Muenchen,Business Services,http://www.tristylegroup.com
TA TRIUMPH-ADLER,315,Nuernberg,Wholesale,http://www.triumph-adler.de
TROX,522,Neukirchen-Vluyn,"Industrial, Electric & Electronic Machinery",http://www.trox.de
TRUMPF,4025,Ditzingen,Business Services,http://www.trumpf.com
TRELLEBORG SEALING SOLUTIONS GERMANY,403,Stuttgart,"Chemicals, Petroleum, Rubber & Plastic",http://www.tss.trelleborg.com
TTS TOOLTECHNIC SYSTEMS HOLDING,704,Wendlingen,Business Services,http://www.tts-holding.com
TUBEX HOLDING,286,Rangendingen,Business Services,http://www.tubex.de
TUEV NORD,1292,Hannover,Business Services,http://www.tuev-nord.de
TUEV SUED,2635,Muenchen,Business Services,http://www.tuev-sued.de
TUI CRUISES,1315,Hamburg,"Travel, Personal & Leisure",http://www.tuicruises.com
TUI,18364,Hanover,"Travel, Personal & Leisure",http://www.tui-group.com
TUP-HOLDING-,132,Muehlhausen,Business Services,http://www.tupag.de
TURCK HOLDING,434,Halver,Business Services,http://www.turck.de
TECHNISCHE WERKE DRESDEN,2739,Dresden,Utilities,http://www.twd-dresden.de
TWE GROUP,329,Emsdetten,Business Services,http://www.twe-group.com
TECHNISCHE WERKE LUDWIGSHAFEN AM RHEIN,554,Ludwigshafen,Utilities,http://www.twl.de
TX LOGISTIK,254,Troisdorf,Business Services,http://www.txlogistik.eu
UCB PHARMA,716,Monheim,"Chemicals, Petroleum, Rubber & Plastic",http://www.ucb.de
UESTRA HANNOVERSCHE VERKEHRSBETRIEBE,229,Hannover,"Transport, Freight & Storage",http://www.uestra.de
UHLMANN GROUP HOLDING VERWALTUNGS,334,Laupheim,Business Services,http://www.uhlmann.de
UNIVERSITAETSKLINIKUM GIESSEN UND MARBURG,985,Giessen,"Public Administration, Education, Health Social Services",http://www.ukgm.de
POPKEN FASHION GROUP,369,Rastede,Business Services,http://www.ullapopken.info
ULMER FLEISCH,303,Ulm,Food & Tobacco Manufacturing,http://www.ulmerfleisch.de
UMICORE GALVANOTECHNIK,350,Schwaebisch Gmuend,"Chemicals, Petroleum, Rubber & Plastic",http://www.umicore-galvano.com
UMLAUT,434,Aachen,Business Services,http://www.umlaut.com
UNIVERSITAETSKLINIKUM MANNHEIM,404,Mannheim,"Public Administration, Education, Health Social Services",http://www.umm.de
UMS,291,Iserlohn,Business Services,http://www.ums-.de
MPER IDEM UNDERBERG,126,Rheinberg,Food & Tobacco Manufacturing,http://www.underberg.com
UNICREDIT RVICES S.C.P.A. BRANCH GERMANY,2327,Muenchen,Media & Broadcasting,http://www.unicredit-business-integrated-solutions.de
UNICREDIT LEASING,708,Hamburg,"Banking, Insurance & Financial Services",http://www.unicreditleasing.de
UNIDEVICE,323,Schoenefeld,Business Services,http://www.unidevice.de
UNILEVER DEUTSCHLAND,1539,Hamburg,Food & Tobacco Manufacturing,http://www.unilever.de
UNION AST MANEMENT HOLDING,1454,Frankfurt Am Main,Business Services,http://www.union-investment.de
UNIPER,66339,Duesseldorf,Utilities,http://www.uniper.energy
UNIPER ENERGY STORAGE,683,Duesseldorf,Mining & Extraction,http://www.uniper.energy/storage
UNITE NETWORK,203,Leipzig,Business Services,http://www.unite.eu
UNITED INITIATORS HOLDING,286,Pullach,Business Services,http://www.united-initiators.com
VODAFONE WEST,2852,Koeln,Business Services,http://www.unitymedia.de
UNIVERSAL MUSIC,357,Berlin,Business Services,http://www.universal-music.de
SUPERIOR INDUSTRIES EUROPE,620,Bad Burkheim,Metals & Metal Products,http://www.uniwheels.com
UPFIELD DEUTSCHLAND,324,Hamburg,Wholesale,http://www.upfield.com
NORDLAND PAPIER,798,Doerpen,"Wood, Furniture & Paper Manufacturing",http://www.upm.com
UPM,775,Augsburg,"Wood, Furniture & Paper Manufacturing",http://www.upm.de
RHEIN PAPIER,341,Plattling,"Wood, Furniture & Paper Manufacturing",http://www.upmpaper.com
UPONOR BETEILIGUNGS,465,Hassfurt,Business Services,http://www.uponor.de
URENCO DEUTSCHLAND,611,Gronau,"Chemicals, Petroleum, Rubber & Plastic",http://www.urenco.com
UNION REIVERSICHERUNG,218,Munchen,"Banking, Insurance & Financial Services",http://www.urv.de
UNION TANK ECKSTEIN,3354,Kleinostheim,Wholesale,http://www.uta.de
UVEX WINTER HOLDING,484,Fuerth,Business Services,http://www.uvex.de
UZIN UTZ,375,Ulm,"Chemicals, Petroleum, Rubber & Plastic",http://www.uzin-utz.com
VACUUMSCHMELZE,420,Hanau,"Industrial, Electric & Electronic Machinery",http://www.vacuumschmelze.de
V VERKEHRS-,194,Nuernberg,"Transport, Freight & Storage",http://www.vag.de
VAILLANT,2563,Remscheid,"Industrial, Electric & Electronic Machinery",http://www.vaillant.de
FTE VERWALTUNGS,518,Ebern,Business Services,http://www.valeo.de
VALLOUREC DEUTSCHLAND,1104,Duesseldorf,Metals & Metal Products,http://www.vallourec.com
VALORA HOLDING GERMANY,633,Hamburg,Business Services,http://www.valoraretail.de
VANDERLANDE INDUSTRIES,345,Moenchengladbach,"Industrial, Electric & Electronic Machinery",http://www.vanderlande.de
VAPIANO,386,Bonn,"Travel, Personal & Leisure",http://www.vapiano.com
VARTA,370,Ellwangen,"Industrial, Electric & Electronic Machinery",http://www.varta.com
VATTENFALL ENERGY TRADING,38815,Hamburg,Utilities,http://www.vattenfall.de
VBH HOLDING,488,Korntal-Muenchingen,Business Services,http://www.vbh.de
VDM METALS HOLDING,1155,Werdohl,Business Services,http://www.vdm-metals.com
VECTOR INFORMATIK,531,Stuttgart,Business Services,http://www.vector-informatik.com
VEDES,136,Nuernberg,Wholesale,http://www.vedes.de
VEJA MATE OFFSHORE PROJECT,376,Oststeinbek,Business Services,http://www.vejamate.de
VEKA,1151,Sendenhorst,"Chemicals, Petroleum, Rubber & Plastic",http://www.veka.de
VELUX DEUTSCHLAND,519,Hamburg,Retail,http://www.velux.de
TRANSDEV,949,Berlin,Transport Manufacturing,http://www.veolia-verkehr.de
VERBIO VEREINIGTE BIOENERGIE,802,Leipzig,"Chemicals, Petroleum, Rubber & Plastic",http://www.verbio.de
POPPE-VERITAS HOLDING,639,Gelnhausen,"Chemicals, Petroleum, Rubber & Plastic",http://www.veritas-ag.de
1&1 VERSATEL DEUTSCHLAND,492,Duesseldorf,Business Services,http://www.versatel.de
VESTAS DEUTSCHLAND,1341,Hamburg,"Industrial, Electric & Electronic Machinery",http://www.vestas.de
VESTOLIT,633,Marl,"Chemicals, Petroleum, Rubber & Plastic",http://www.vestolit.de
VESUVIUS,352,Borken,"Chemicals, Petroleum, Rubber & Plastic",http://www.vesuvius.com
BOEHRINGER INGELHEIM VETMEDICA GESELLSCHAFT MIT BESCHRAENKTER,1557,Ingelheim,"Chemicals, Petroleum, Rubber & Plastic",http://www.vetmedica.de
VETTER PHARMA-FERTIGUNG,606,Ravensburg,"Chemicals, Petroleum, Rubber & Plastic",http://www.vetter-pharma.com
VFB STUTTGART 1893,157,Stuttgart,"Travel, Personal & Leisure",http://www.vfb.de
VERLAGSGRUPPE PASSAU,286,Passau,Business Services,http://www.vgp.de
VHV HOLDING,217,Hannover,Business Services,http://www.vhv.de
VICTORIA LEBENSVERSICHERUNG,660,Dusseldorf,"Banking, Insurance & Financial Services",http://www.victoria.de
VICTOR'S BAU + WERT,506,Berlin,Business Services,http://www.victors-unternehmensgruppe.de
